UDI;Product ID;Type;Air temperature [K];Process temperature [K];Rotational speed [rpm]
8032;L55211;L;300.7;312;1550
8033;L55212;L;300.8;312;1416
8034;L55213;L;300.7;311.9;1485
8035;L55214;L;300.7;311.8;1564
8036;L55215;L;300.7;311.7;1910
8037;L55216;L;300.7;311.7;1460
8038;L55217;L;300.7;311.8;1603
8039;L55218;L;300.7;311.8;1486
8040;L55219;L;300.8;311.9;1560
8041;L55220;L;300.8;311.9;1498
8042;H37455;H;300.8;311.9;1431
8043;L55222;L;300.8;311.9;1486
8044;L55223;L;300.7;311.9;1486
8045;L55224;L;300.7;311.8;1441
8046;M22905;M;300.7;311.9;1366
8047;L55226;L;300.6;311.8;1471
8048;L55227;L;300.6;311.9;1463
8049;L55228;L;300.6;311.9;1413
8050;H37463;H;300.6;311.9;1604
8051;L55230;L;300.7;312;1401
8052;L55231;L;300.6;311.8;1652
8053;L55232;L;300.5;311.9;1403
8054;L55233;L;300.5;311.9;1887
8055;L55234;L;300.4;311.8;1405
8056;H37469;H;300.2;311.6;1496
8057;L55236;L;300.1;311.5;1499
8058;L55237;L;300.2;311.5;1549
8059;L55238;L;300.3;311.6;1515
8060;L55239;L;300.2;311.6;1540
8061;H37474;H;300.2;311.5;1426
8062;M22921;M;300.2;311.6;1465
8063;M22922;M;300.3;311.6;1359
8064;M22923;M;300.3;311.7;1551
8065;L55244;L;300.5;311.8;1596
8066;M22925;M;300.5;311.9;1670
8067;L55246;L;300.4;311.9;1868
8068;M22927;M;300.6;312;1490
8069;M22928;M;300.5;311.9;1676
8070;M22929;M;300.5;311.9;1875
8071;M22930;M;300.5;312;1867
8072;L55251;L;300.5;312;1646
8073;H37486;H;300.5;312;1375
8074;L55253;L;300.5;312;1558
8075;L55254;L;300.4;312;1631
8076;L55255;L;300.4;312;1366
8077;L55256;L;300.3;311.8;1360
8078;L55257;L;300.3;311.8;1547
8079;L55258;L;300.3;311.7;1571
8080;L55259;L;300.2;311.5;1528
8081;H37494;H;300.2;311.5;1432
8082;L55261;L;300.2;311.6;1356
8083;H37496;H;300.1;311.5;1422
8084;L55263;L;300.1;311.4;1438
8085;L55264;L;300.2;311.4;1483
8086;L55265;L;300.2;311.4;1331
8087;L55266;L;300.2;311.4;1463
8088;L55267;L;300.1;311.4;1446
8089;L55268;L;300.1;311.4;1356
8090;L55269;L;300.1;311.3;1676
8091;L55270;L;300.1;311.4;1910
8092;L55271;L;300.2;311.6;1375
8093;M22952;M;300.2;311.6;1513
8094;L55273;L;300.2;311.6;1511
8095;H37508;H;300.2;311.6;1662
8096;L55275;L;300.2;311.7;1493
8097;M22956;M;300.2;311.7;1555
8098;L55277;L;300.3;311.7;1452
8099;L55278;L;300.2;311.6;1500
8100;L55279;L;300.2;311.7;1603
8101;L55280;L;300.3;311.7;1682
8102;L55281;L;300.3;311.8;1567
8103;L55282;L;300.3;311.8;1413
8104;M22963;M;300.3;311.9;1429
8105;L55284;L;300.3;311.9;1692
8106;L55285;L;300.4;311.9;1476
8107;M22966;M;300.4;312;1596
8108;H37521;H;300.3;311.9;1390
8109;M22968;M;300.3;311.8;1607
8110;L55289;L;300.3;311.7;1821
8111;H37524;H;300.3;311.8;2141
8112;M22971;M;300.4;311.8;1553
8113;M22972;M;300.4;311.8;1442
8114;L55293;L;300.4;311.7;1459
8115;H37528;H;300.4;311.8;2496
8116;L55295;L;300.4;311.8;1367
8117;L55296;L;300.3;311.8;2004
8118;L55297;L;300.3;311.7;1406
8119;L55298;L;300.3;311.8;1548
8120;L55299;L;300.3;311.7;1333
8121;L55300;L;300.2;311.6;1767
8122;L55301;L;300.2;311.6;1827
8123;M22982;M;300.2;311.6;1533
8124;H37537;H;300.2;311.5;1515
8125;L55304;L;300.2;311.4;1568
8126;L55305;L;300.2;311.4;1452
8127;L55306;L;300.2;311.4;1433
8128;M22987;M;300.1;311.3;1650
8129;L55308;L;300.1;311.4;1629
8130;L55309;L;300.0;311.3;1520
8131;H37544;H;300.0;311.2;1393
8132;H37545;H;299.9;311.2;1364
8133;M22992;M;299.9;311.3;1389
8134;L55313;L;299.8;311.1;1466
8135;L55314;L;299.7;311.1;1650
8136;L55315;L;299.6;311;1554
8137;M22996;M;299.6;310.9;1474
8138;H37551;H;299.5;310.8;1600
8139;L55318;L;299.5;310.8;1356
8140;L55319;L;299.5;310.8;1571
8141;L55320;L;299.6;310.9;1658
8142;L55321;L;299.6;310.8;1393
8143;M23002;M;299.7;311;1448
8144;L55323;L;299.7;310.9;1477
8145;M23004;M;299.7;311;1506
8146;M23005;M;299.7;310.9;1685
8147;L55326;L;299.6;310.9;1533
8148;L55327;L;299.5;310.8;1447
8149;M23008;M;299.5;310.7;1488
8150;M23009;M;299.6;310.8;1427
8151;M23010;M;299.5;310.7;1424
8152;L55331;L;299.5;310.7;1472
8153;L55332;L;299.5;310.7;1438
8154;L55333;L;299.6;310.8;1507
8155;L55334;L;299.6;310.7;1393
8156;L55335;L;299.5;310.8;1283
8157;L55336;L;299.6;310.8;1644
8158;L55337;L;299.6;310.8;1498
8159;L55338;L;299.6;310.8;1400
8160;H37573;H;299.6;310.9;1679
8161;M23020;M;299.7;311.1;1618
8162;H37575;H;299.6;311;1714
8163;L55342;L;299.6;311;1574
8164;L55343;L;299.7;311.1;1574
8165;L55344;L;299.6;310.9;1472
8166;L55345;L;299.6;311;1552
8167;L55346;L;299.7;311.1;1603
8168;H37581;H;299.7;311.1;1353
8169;L55348;L;299.7;311.1;1690
8170;M23029;M;299.8;311.2;1745
8171;L55350;L;299.9;311.3;1522
8172;H37585;H;300.0;311.4;1641
8173;L55352;L;299.9;311.4;1596
8174;H37587;H;299.9;311.4;1497
8175;L55354;L;299.9;311.3;1371
8176;M23035;M;299.9;311.3;1445
8177;L55356;L;299.8;311.2;1564
8178;L55357;L;299.7;311.1;1439
8179;L55358;L;299.7;311.2;1352
8180;L55359;L;299.8;311.3;1560
8181;M23040;M;299.7;311.2;1616
8182;L55361;L;299.7;311.2;1835
8183;M23042;M;299.7;311.1;1649
8184;L55363;L;299.8;311.1;1452
8185;L55364;L;299.8;311.1;2144
8186;L55365;L;299.7;311.1;1554
8187;L55366;L;299.7;311;1827
8188;L55367;L;299.6;310.9;1448
8189;M23048;M;299.6;310.9;1530
8190;L55369;L;299.7;311;1983
8191;M23050;M;299.7;310.9;1620
8192;M23051;M;299.6;310.9;1630
8193;L55372;L;299.6;310.9;1229
8194;L55373;L;299.5;310.8;1873
8195;L55374;L;299.4;310.7;1426
8196;L55375;L;299.4;310.8;1376
8197;L55376;L;299.4;310.8;1622
8198;M23057;M;299.4;310.7;1492
8199;M23058;M;299.3;310.7;1374
8200;L55379;L;299.2;310.7;1737
8201;L55380;L;299.3;310.8;1426
8202;M23061;M;299.3;310.9;1826
8203;L55382;L;299.3;310.9;1669
8204;M23063;M;299.4;310.9;1473
8205;L55384;L;299.4;310.9;1751
8206;M23065;M;299.4;310.9;1446
8207;L55386;L;299.3;310.8;1483
8208;L55387;L;299.2;310.7;1535
8209;L55388;L;299.2;310.7;1477
8210;L55389;L;299.3;310.8;1391
8211;H37624;H;299.2;310.7;1636
8212;L55391;L;299.2;310.6;1675
8213;H37626;H;299.2;310.5;1329
8214;M23073;M;299.2;310.5;1548
8215;L55394;L;299.2;310.5;1391
8216;L55395;L;299.1;310.5;1437
8217;L55396;L;299.2;310.6;1370
8218;L55397;L;299.1;310.6;1577
8219;L55398;L;299.1;310.5;1485
8220;L55399;L;299.0;310.4;1504
8221;M23080;M;298.9;310.3;1551
8222;M23081;M;299.1;310.5;1428
8223;L55402;L;299.0;310.5;1755
8224;L55403;L;299.1;310.5;1329
8225;L55404;L;299.1;310.5;1496
8226;L55405;L;299.1;310.5;1532
8227;L55406;L;299.1;310.5;1389
8228;M23087;M;299.1;310.4;1524
8229;M23088;M;299.1;310.4;1422
8230;L55409;L;299.1;310.5;1739
8231;L55410;L;299.1;310.5;1736
8232;L55411;L;299.1;310.5;1419
8233;L55412;L;299.1;310.6;1326
8234;M23093;M;299.1;310.6;1449
8235;L55414;L;299.2;310.6;1534
8236;M23095;M;299.2;310.6;1443
8237;L55416;L;299.2;310.6;1498
8238;L55417;L;299.1;310.6;1796
8239;L55418;L;299.1;310.4;1519
8240;L55419;L;299.0;310.4;1339
8241;L55420;L;299.0;310.4;1483
8242;M23101;M;298.9;310.2;2099
8243;M23102;M;299.0;310.3;1689
8244;H37657;H;299.1;310.4;1369
8245;L55424;L;299.0;310.4;1512
8246;M23105;M;299.0;310.3;1303
8247;L55426;L;299.0;310.3;1552
8248;L55427;L;299.0;310.4;1713
8249;L55428;L;298.9;310.3;1456
8250;L55429;L;299.0;310.4;1524
8251;M23110;M;299.0;310.4;1394
8252;L55431;L;299.0;310.4;1981
8253;L55432;L;299.0;310.4;1565
8254;L55433;L;299.1;310.4;1657
8255;M23114;M;299.0;310.4;1625
8256;L55435;L;299.0;310.4;1606
8257;H37670;H;299.0;310.5;1336
8258;M23117;M;299.0;310.6;1587
8259;L55438;L;299.1;310.6;1602
8260;L55439;L;299.1;310.5;1471
8261;H37674;H;299.1;310.6;1332
8262;H37675;H;299.2;310.6;1434
8263;L55442;L;299.1;310.6;1921
8264;H37677;H;299.2;310.6;1704
8265;M23124;M;299.1;310.6;1397
8266;H37679;H;299.1;310.6;1791
8267;L55446;L;299.1;310.6;1818
8268;L55447;L;299.2;310.7;1540
8269;M23128;M;299.2;310.8;1502
8270;H37683;H;299.2;310.8;1761
8271;M23130;M;299.1;310.8;1517
8272;L55451;L;299.1;310.7;1309
8273;L55452;L;298.9;310.6;1363
8274;M23133;M;299.0;310.6;1787
8275;L55454;L;298.9;310.5;1640
8276;M23135;M;298.9;310.6;1720
8277;L55456;L;298.8;310.5;1384
8278;H37691;H;298.8;310.5;1294
8279;L55458;L;298.8;310.5;1464
8280;L55459;L;298.8;310.6;1803
8281;L55460;L;298.8;310.6;1602
8282;H37695;H;298.9;310.6;1519
8283;M23142;M;298.9;310.7;1638
8284;H37697;H;298.9;310.6;1615
8285;L55464;L;298.8;310.6;1651
8286;L55465;L;298.9;310.6;1387
8287;M23146;M;298.8;310.5;1678
8288;L55467;L;298.9;310.6;1585
8289;M23148;M;298.8;310.6;1640
8290;L55469;L;298.9;310.6;1406
8291;M23150;M;298.9;310.6;1679
8292;L55471;L;298.9;310.5;1717
8293;H37706;H;298.9;310.5;1429
8294;M23153;M;298.9;310.4;1533
8295;M23154;M;298.9;310.5;1525
8296;L55475;L;298.9;310.4;1739
8297;L55476;L;298.9;310.3;1436
8298;M23157;M;298.8;310.2;1595
8299;H37712;H;298.7;310.1;1435
8300;L55479;L;298.7;310;1637
8301;L55480;L;298.7;310.1;1558
8302;M23161;M;298.7;310.1;1644
8303;L55482;L;298.7;310.1;1641
8304;L55483;L;298.8;310.2;1504
8305;M23164;M;298.7;310.1;1506
8306;H37719;H;298.8;310.1;1380
8307;M23166;M;298.7;310.1;1549
8308;M23167;M;298.7;310.1;1402
8309;L55488;L;298.7;310.1;1401
8310;M23169;M;298.7;310;1459
8311;L55490;L;298.7;309.9;1465
8312;M23171;M;298.8;310;1295
8313;M23172;M;298.8;310;1529
8314;M23173;M;298.8;310;1484
8315;L55494;L;298.8;309.9;1739
8316;H37729;H;298.7;309.8;1422
8317;L55496;L;298.8;309.8;1463
8318;L55497;L;298.7;309.7;1667
8319;H37732;H;298.7;309.7;1565
8320;L55499;L;298.7;309.7;1393
8321;M23180;M;298.8;309.7;1453
8322;L55501;L;298.8;309.6;1442
8323;L55502;L;298.7;309.6;1364
8324;H37737;H;298.7;309.5;1453
8325;M23184;M;298.7;309.5;1394
8326;M23185;M;298.7;309.5;1500
8327;H37740;H;298.6;309.5;1523
8328;M23187;M;298.7;309.6;1254
8329;L55508;L;298.6;309.5;1325
8330;L55509;L;298.8;309.7;1424
8331;L55510;L;298.8;309.7;1505
8332;M23191;M;298.8;309.7;1392
8333;L55512;L;298.8;309.7;1529
8334;M23193;M;298.8;309.7;1477
8335;M23194;M;298.8;309.7;1459
8336;M23195;M;299.0;309.8;2240
8337;L55516;L;298.9;309.7;1449
8338;M23197;M;298.8;309.7;1589
8339;L55518;L;298.8;309.7;1740
8340;M23199;M;298.8;309.7;1499
8341;M23200;M;298.8;309.7;1480
8342;L55521;L;298.8;309.7;1751
8343;L55522;L;298.7;309.7;1510
8344;H37757;H;298.8;309.8;1437
8345;L55524;L;298.8;309.7;1609
8346;H37759;H;298.8;309.8;1490
8347;L55526;L;298.7;309.7;1601
8348;L55527;L;298.7;309.6;1665
8349;M23208;M;298.7;309.6;1452
8350;M23209;M;298.7;309.5;1487
8351;M23210;M;298.7;309.6;1382
8352;M23211;M;298.7;309.6;1686
8353;L55532;L;298.6;309.6;1491
8354;L55533;L;298.7;309.6;1442
8355;L55534;L;298.6;309.6;1390
8356;L55535;L;298.7;309.6;1502
8357;M23216;M;298.6;309.6;1344
8358;L55537;L;298.5;309.5;1385
8359;L55538;L;298.7;309.7;1547
8360;M23219;M;298.6;309.6;1525
8361;L55540;L;298.6;309.6;1540
8362;L55541;L;298.6;309.5;1450
8363;L55542;L;298.6;309.6;1353
8364;L55543;L;298.8;309.7;1582
8365;L55544;L;298.9;309.8;1396
8366;M23225;M;298.8;309.8;1551
8367;M23226;M;298.9;309.8;1836
8368;L55547;L;298.9;309.8;1390
8369;L55548;L;298.9;309.8;1534
8370;L55549;L;298.8;309.7;1953
8371;L55550;L;298.8;309.8;1634
8372;L55551;L;298.7;309.7;1881
8373;M23232;M;298.8;309.7;1448
8374;M23233;M;298.7;309.7;1362
8375;L55554;L;298.8;309.7;1225
8376;M23235;M;298.8;309.6;1384
8377;L55556;L;298.8;309.8;1334
8378;L55557;L;298.8;309.7;1336
8379;M23238;M;298.8;309.9;1331
8380;L55559;L;298.8;309.9;1629
8381;L55560;L;298.9;310;1776
8382;H37795;H;298.8;310;1530
8383;L55562;L;298.9;310;1719
8384;M23243;M;298.8;309.9;1495
8385;L55564;L;298.8;309.7;1450
8386;H37799;H;298.8;309.8;1563
8387;M23246;M;298.9;309.9;1501
8388;L55567;L;298.8;309.9;1351
8389;L55568;L;298.9;309.9;1365
8390;L55569;L;298.8;309.9;1525
8391;M23250;M;298.8;309.8;1288
8392;L55571;L;298.6;309.6;1423
8393;M23252;M;298.5;309.6;1502
8394;L55573;L;298.5;309.5;1428
8395;M23254;M;298.6;309.5;1566
8396;M23255;M;298.5;309.5;1483
8397;H37810;H;298.6;309.6;1593
8398;L55577;L;298.5;309.6;1724
8399;L55578;L;298.5;309.7;2617
8400;L55579;L;298.6;309.7;1294
8401;L55580;L;298.6;309.6;1533
8402;H37815;H;298.5;309.4;1671
8403;L55582;L;298.5;309.5;1370
8404;L55583;L;298.5;309.6;1462
8405;L55584;L;298.4;309.5;1545
8406;M23265;M;298.4;309.5;1484
8407;M23266;M;298.4;309.5;1344
8408;L55587;L;298.4;309.5;1357
8409;M23268;M;298.5;309.6;1572
8410;L55589;L;298.5;309.6;1861
8411;L55590;L;298.5;309.5;1548
8412;L55591;L;298.6;309.8;1496
8413;M23272;M;298.6;309.7;1314
8414;M23273;M;298.6;309.7;1422
8415;L55594;L;298.6;309.8;1842
8416;M23275;M;298.7;309.9;1434
8417;M23276;M;298.8;310.1;1585
8418;H37831;H;298.8;310.1;1704
8419;L55598;L;298.9;310.2;1971
8420;L55599;L;299.0;310.3;1431
8421;L55600;L;298.9;310.4;1546
8422;L55601;L;298.9;310.3;1496
8423;H37836;H;298.9;310.3;1243
8424;L55603;L;299.0;310.4;1452
8425;L55604;L;299.1;310.6;1380
8426;L55605;L;299.2;310.6;1567
8427;L55606;L;299.1;310.5;1628
8428;L55607;L;299.1;310.4;1505
8429;M23288;M;299.0;310.3;1827
8430;L55609;L;299.0;310.3;1577
8431;L55610;L;298.9;310.2;1304
8432;H37845;H;298.9;310.1;1324
8433;L55612;L;298.8;310;1537
8434;M23293;M;298.8;310.1;1501
8435;M23294;M;298.7;309.9;1654
8436;M23295;M;298.7;310;1519
8437;L55616;L;298.7;309.9;1371
8438;L55617;L;298.7;309.8;1181
8439;L55618;L;298.6;309.8;1469
8440;L55619;L;298.6;309.8;1637
8441;L55620;L;298.6;309.8;1370
8442;L55621;L;298.6;309.9;1630
8443;L55622;L;298.6;310;1517
8444;M23303;M;298.6;309.9;1668
8445;M23304;M;298.6;309.9;1818
8446;M23305;M;298.6;310;1541
8447;L55626;L;298.5;309.9;1482
8448;L55627;L;298.6;310.1;1439
8449;L55628;L;298.5;310;1492
8450;L55629;L;298.4;309.9;1725
8451;L55630;L;298.4;310;1559
8452;L55631;L;298.5;310;1435
8453;M23312;M;298.6;310;1512
8454;L55633;L;298.6;309.9;1564
8455;L55634;L;298.6;310;1522
8456;L55635;L;298.6;309.9;1356
8457;L55636;L;298.6;309.9;1556
8458;L55637;L;298.6;309.9;1393
8459;L55638;L;298.7;309.9;1753
8460;L55639;L;298.7;309.9;1651
8461;L55640;L;298.7;309.9;1372
8462;L55641;L;298.7;309.9;1446
8463;M23322;M;298.7;309.8;1501
8464;M23323;M;298.7;309.9;1411
8465;H37878;H;298.6;309.7;1672
8466;M23325;M;298.7;309.8;1475
8467;L55646;L;298.7;309.8;1469
8468;L55647;L;298.6;309.8;1704
8469;H37882;H;298.6;309.7;1463
8470;M23329;M;298.6;309.7;1280
8471;L55650;L;298.7;309.9;1464
8472;L55651;L;298.6;309.8;1332
8473;L55652;L;298.5;309.7;1634
8474;M23333;M;298.6;309.8;1430
8475;M23334;M;298.5;309.7;1523
8476;M23335;M;298.5;309.7;1557
8477;L55656;L;298.5;309.6;1585
8478;H37891;H;298.5;309.6;1579
8479;M23338;M;298.5;309.7;1354
8480;L55659;L;298.6;309.7;1627
8481;L55660;L;298.4;309.6;1477
8482;M23341;M;298.3;309.4;1595
8483;L55662;L;298.4;309.5;1520
8484;L55663;L;298.3;309.4;1618
8485;L55664;L;298.4;309.5;1397
8486;L55665;L;298.4;309.5;1450
8487;M23346;M;298.5;309.5;1501
8488;L55667;L;298.4;309.4;1392
8489;L55668;L;298.4;309.4;1385
8490;L55669;L;298.4;309.4;1461
8491;M23350;M;298.5;309.6;1364
8492;L55671;L;298.5;309.5;1579
8493;M23352;M;298.4;309.5;1514
8494;M23353;M;298.3;309.5;1560
8495;L55674;L;298.3;309.5;1542
8496;L55675;L;298.3;309.4;1668
8497;M23356;M;298.3;309.4;1816
8498;M23357;M;298.3;309.4;1509
8499;L55678;L;298.4;309.6;1479
8500;L55679;L;298.4;309.6;1655
8501;L55680;L;298.3;309.5;1711
8502;L55681;L;298.4;309.7;1581
8503;H37916;H;298.6;309.8;1279
8504;L55683;L;298.5;309.8;1468
8505;L55684;L;298.4;309.7;1419
8506;L55685;L;298.4;309.7;1530
8507;L55686;L;298.4;309.6;1710
8508;L55687;L;298.4;309.7;1518
8509;M23368;M;298.4;309.7;1679
8510;M23369;M;298.4;309.7;1870
8511;L55690;L;298.3;309.7;1484
8512;L55691;L;298.4;309.7;1457
8513;H37926;H;298.3;309.6;1546
8514;M23373;M;298.2;309.5;1478
8515;L55694;L;298.2;309.4;1447
8516;L55695;L;298.2;309.4;1443
8517;L55696;L;298.3;309.6;1527
8518;M23377;M;298.3;309.6;1469
8519;M23378;M;298.3;309.6;1681
8520;L55699;L;298.3;309.6;1420
8521;M23380;M;298.3;309.5;1543
8522;L55701;L;298.4;309.5;1376
8523;H37936;H;298.3;309.4;1631
8524;H37937;H;298.3;309.3;1529
8525;L55704;L;298.3;309.4;1468
8526;L55705;L;298.3;309.4;1378
8527;L55706;L;298.3;309.3;1401
8528;L55707;L;298.4;309.3;1531
8529;L55708;L;298.4;309.3;1512
8530;M23389;M;298.5;309.4;1522
8531;M23390;M;298.5;309.3;1615
8532;L55711;L;298.6;309.3;1449
8533;L55712;L;298.6;309.4;1315
8534;M23393;M;298.6;309.4;1465
8535;M23394;M;298.6;309.5;1404
8536;L55715;L;298.6;309.5;1547
8537;M23396;M;298.6;309.5;1426
8538;L55717;L;298.6;309.5;1730
8539;L55718;L;298.5;309.4;1548
8540;L55719;L;298.5;309.4;1517
8541;L55720;L;298.6;309.5;1687
8542;L55721;L;298.5;309.5;1738
8543;H37956;H;298.4;309.4;1512
8544;M23403;M;298.5;309.4;1365
8545;H37958;H;298.5;309.4;2011
8546;L55725;L;298.4;309.3;1806
8547;L55726;L;298.4;309.3;1716
8548;M23407;M;298.4;309.4;1666
8549;L55728;L;298.5;309.4;1578
8550;L55729;L;298.3;309.3;1558
8551;L55730;L;298.3;309.2;1456
8552;M23411;M;298.2;309.1;1457
8553;L55732;L;298.2;309.1;1467
8554;M23413;M;298.1;309;1661
8555;L55734;L;298.1;309;1592
8556;L55735;L;298.2;309;1596
8557;L55736;L;298.2;309;1489
8558;L55737;L;298.3;309;1471
8559;M23418;M;298.3;309;1505
8560;L55739;L;298.3;309;1519
8561;L55740;L;298.3;309;1408
8562;L55741;L;298.2;308.9;1332
8563;L55742;L;298.1;308.9;1351
8564;L55743;L;298.0;308.9;1500
8565;M23424;M;298.0;308.7;1614
8566;L55745;L;298.0;308.8;1489
8567;M23426;M;297.9;308.7;1751
8568;L55747;L;298.0;308.7;1511
8569;L55748;L;297.9;308.6;1691
8570;L55749;L;297.9;308.6;1757
8571;H37984;H;297.9;308.7;1545
8572;L55751;L;297.9;308.6;2262
8573;M23432;M;297.7;308.5;1559
8574;L55753;L;297.6;308.4;1626
8575;L55754;L;297.6;308.3;1424
8576;M23435;M;297.6;308.3;1648
8577;L55756;L;297.6;308.3;1523
8578;L55757;L;297.6;308.3;1502
8579;L55758;L;297.5;308.2;1489
8580;M23439;M;297.4;308.1;1620
8581;L55760;L;297.5;308.1;1631
8582;M23441;M;297.5;308;1429
8583;M23442;M;297.5;308.1;1334
8584;L55763;L;297.4;308;1423
8585;L55764;L;297.4;307.9;1390
8586;M23445;M;297.4;307.9;1338
8587;H38000;H;297.3;307.9;1461
8588;M23447;M;297.4;307.9;1627
8589;L55768;L;297.3;307.8;1385
8590;M23449;M;297.3;307.8;1538
8591;L55770;L;297.4;307.9;1557
8592;L55771;L;297.4;307.9;1606
8593;M23452;M;297.5;308;1430
8594;M23453;M;297.4;308;1601
8595;L55774;L;297.4;308;1356
8596;M23455;M;297.5;308.2;1624
8597;L55776;L;297.5;308.2;1327
8598;L55777;L;297.6;308.3;1410
8599;L55778;L;297.6;308.3;1478
8600;L55779;L;297.6;308.4;1460
8601;L55780;L;297.5;308.3;1435
8602;H38015;H;297.4;308.2;1359
8603;L55782;L;297.4;308.1;1729
8604;H38017;H;297.3;308;1384
8605;L55784;L;297.4;308.2;1297
8606;L55785;L;297.5;308.4;1633
8607;M23466;M;297.5;308.4;1505
8608;L55787;L;297.5;308.4;1433
8609;L55788;L;297.4;308.4;1369
8610;L55789;L;297.4;308.3;1475
8611;L55790;L;297.4;308.3;1561
8612;L55791;L;297.4;308.3;1472
8613;L55792;L;297.5;308.4;1441
8614;M23473;M;297.5;308.5;1401
8615;L55794;L;297.5;308.5;1691
8616;L55795;L;297.6;308.6;1382
8617;L55796;L;297.6;308.6;1355
8618;L55797;L;297.6;308.6;1529
8619;L55798;L;297.7;308.7;1829
8620;H38033;H;297.6;308.6;1480
8621;L55800;L;297.6;308.5;1475
8622;M23481;M;297.6;308.5;1431
8623;L55802;L;297.5;308.3;1437
8624;M23483;M;297.5;308.3;1476
8625;H38038;H;297.5;308.4;1490
8626;L55805;L;297.4;308.3;1632
8627;L55806;L;297.4;308.2;1402
8628;L55807;L;297.4;308.3;1347
8629;L55808;L;297.5;308.4;1747
8630;H38043;H;297.5;308.5;1557
8631;L55810;L;297.4;308.4;1371
8632;H38045;H;297.3;308.3;1506
8633;L55812;L;297.3;308.3;1590
8634;L55813;L;297.4;308.3;1336
8635;L55814;L;297.3;308.3;1411
8636;L55815;L;297.4;308.3;1704
8637;L55816;L;297.5;308.4;1723
8638;L55817;L;297.5;308.5;1459
8639;L55818;L;297.6;308.5;1572
8640;L55819;L;297.5;308.4;1384
8641;L55820;L;297.6;308.6;1383
8642;M23501;M;297.6;308.5;1360
8643;M23502;M;297.5;308.4;1596
8644;L55823;L;297.5;308.5;1448
8645;M23504;M;297.6;308.5;1443
8646;M23505;M;297.6;308.6;1492
8647;L55826;L;297.5;308.6;1497
8648;L55827;L;297.5;308.5;1530
8649;M23508;M;297.4;308.4;1478
8650;L55829;L;297.4;308.4;1328
8651;H38064;H;297.4;308.3;1771
8652;M23511;M;297.4;308.4;1564
8653;H38066;H;297.3;308.3;1461
8654;M23513;M;297.4;308.3;1335
8655;M23514;M;297.4;308.4;1441
8656;L55835;L;297.3;308.3;1268
8657;M23516;M;297.3;308.3;1697
8658;L55837;L;297.4;308.4;1421
8659;L55838;L;297.4;308.5;1496
8660;L55839;L;297.5;308.5;1375
8661;L55840;L;297.4;308.5;1295
8662;L55841;L;297.4;308.5;1643
8663;L55842;L;297.5;308.6;1514
8664;L55843;L;297.5;308.6;1671
8665;H38078;H;297.5;308.6;1355
8666;L55845;L;297.6;308.7;1365
8667;L55846;L;297.5;308.7;1407
8668;M23527;M;297.5;308.8;1455
8669;L55848;L;297.5;308.8;1502
8670;M23529;M;297.5;308.8;1471
8671;L55850;L;297.5;308.9;1581
8672;L55851;L;297.5;308.8;1530
8673;L55852;L;297.5;308.8;1312
8674;L55853;L;297.4;308.6;1494
8675;M23534;M;297.4;308.6;1528
8676;H38089;H;297.3;308.6;1688
8677;M23536;M;297.3;308.5;1520
8678;M23537;M;297.3;308.5;1664
8679;L55858;L;297.3;308.5;1514
8680;L55859;L;297.3;308.5;1456
8681;L55860;L;297.2;308.5;1494
8682;L55861;L;297.2;308.4;1605
8683;M23542;M;297.2;308.5;1353
8684;L55863;L;297.2;308.5;1447
8685;L55864;L;297.2;308.5;1588
8686;H38099;H;297.2;308.5;1524
8687;M23546;M;297.2;308.5;1611
8688;M23547;M;297.2;308.5;1604
8689;L55868;L;297.1;308.5;1483
8690;L55869;L;297.1;308.4;1543
8691;L55870;L;297.1;308.5;1323
8692;L55871;L;297.1;308.5;1555
8693;L55872;L;297.1;308.4;1583
8694;M23553;M;297.2;308.5;1584
8695;L55874;L;297.2;308.5;1766
8696;M23555;M;297.2;308.6;1498
8697;L55876;L;297.2;308.6;1413
8698;L55877;L;297.3;308.6;1505
8699;H38112;H;297.3;308.7;1438
8700;M23559;M;297.3;308.7;1655
8701;M23560;M;297.3;308.7;1451
8702;M23561;M;297.3;308.7;1466
8703;L55882;L;297.2;308.6;1774
8704;M23563;M;297.2;308.6;1284
8705;L55884;L;297.1;308.5;1425
8706;L55885;L;297.2;308.6;1437
8707;L55886;L;297.2;308.6;1335
8708;L55887;L;297.2;308.5;1471
8709;M23568;M;297.2;308.5;1364
8710;L55889;L;297.1;308.5;1578
8711;L55890;L;297.1;308.5;1712
8712;L55891;L;297.1;308.5;1733
8713;L55892;L;297.2;308.6;1652
8714;L55893;L;297.2;308.6;1917
8715;M23574;M;297.2;308.6;1444
8716;L55895;L;297.1;308.6;1442
8717;M23576;M;297.1;308.6;1717
8718;L55897;L;297.1;308.7;1474
8719;L55898;L;297.2;308.7;1509
8720;L55899;L;297.2;308.8;1451
8721;L55900;L;297.3;308.8;1554
8722;L55901;L;297.2;308.7;1669
8723;L55902;L;297.2;308.6;1366
8724;L55903;L;297.2;308.6;1578
8725;M23584;M;297.2;308.6;1513
8726;M23585;M;297.1;308.5;1515
8727;L55906;L;297.2;308.6;1562
8728;L55907;L;297.2;308.7;1501
8729;M23588;M;297.2;308.7;1398
8730;L55909;L;297.3;308.7;1352
8731;H38144;H;297.3;308.7;1569
8732;H38145;H;297.2;308.6;1486
8733;L55912;L;297.2;308.6;1864
8734;M23593;M;297.3;308.7;1447
